1.12201845e+02 4.73339322e-12
1.41253754e+02 1.37085737e-11
1.77827941e+02 1.95416882e-11
2.23872114e+02 2.22828329e-11
2.81838293e+02 2.47699582e-11
3.54813389e+02 2.53724394e-11
4.46683592e+02 2.51030624e-11
5.62341325e+02 2.40559342e-11
7.07945784e+02 2.42459459e-11
8.91250938e+02 2.40299363e-11
1.12201845e+03 2.36653545e-11
1.41253754e+03 2.29960934e-11
1.77827941e+03 2.25508993e-11
2.23872114e+03 2.21855226e-11
2.81838293e+03 2.21307331e-11
3.54813389e+03 2.19887863e-11
4.46683592e+03 2.16058204e-11
5.62341325e+03 2.16550276e-11
7.07945784e+03 2.18851976e-11
8.91250938e+03 2.18951063e-11
1.12201845e+04 2.20338250e-11
1.41253754e+04 2.20794554e-11
1.77827941e+04 2.18496590e-11
2.23872114e+04 2.10591191e-11
2.81838293e+04 1.85934790e-11
3.54813389e+04 1.41441441e-11
4.46683592e+04 1.00581180e-11
5.62341325e+04 9.12265158e-12
7.07945784e+04 9.48887880e-12
8.91250938e+04 8.29448596e-12
1.12201845e+05 5.26047995e-12
1.41253754e+05 4.60172665e-12
1.77827941e+05 3.12519456e-12
2.23872114e+05 2.49077109e-12
2.81838293e+05 1.39363790e-12
3.54813389e+05 1.12698141e-12
4.46683592e+05 5.58645933e-13
5.62341325e+05 3.62211941e-13
7.07945784e+05 2.21072128e-13
8.91250938e+05 1.12613163e-13
1.12201845e+06 5.70437168e-14
1.41253754e+06 2.96048365e-14
1.77827941e+06 1.50154941e-14
2.23872114e+06 7.28184855e-15
2.81838293e+06 3.42225116e-15
3.54813389e+06 1.57458588e-15
4.46683592e+06 7.13260007e-16
5.62341325e+06 3.18915320e-16
7.07945784e+06 1.41337501e-16
8.91250938e+06 6.21637445e-17
1.12201845e+07 2.70860147e-17
1.41253754e+07 1.17331107e-17
1.77827941e+07 5.06859264e-18
2.23872114e+07 2.18069992e-18
2.81838293e+07 9.34324595e-19
3.54813389e+07 4.00351557e-19
4.46683592e+07 1.70766179e-19
5.62341325e+07 7.26963691e-20
7.07945784e+07 3.08640379e-20
8.91250938e+07 1.30977026e-20
1.12201845e+08 5.53190746e-21
1.41253754e+08 2.32921913e-21
1.77827941e+08 9.79517329e-22
2.23872114e+08 4.10019463e-22
2.81838293e+08 1.71485675e-22
3.54813389e+08 7.16250521e-23
4.46683592e+08 2.98948157e-23
5.62341325e+08 1.25100565e-23
7.07945784e+08 5.26604284e-24
8.91250938e+08 2.23768653e-24
1.12201845e+09 9.64564329e-25
1.41253754e+09 4.23281675e-25
1.77827941e+09 1.89430972e-25
2.23872114e+09 8.68637989e-26
2.81838293e+09 4.04409427e-26
3.54813389e+09 1.91357472e-26
4.46683592e+09 9.16068127e-27
5.62341325e+09 4.42904966e-27
7.07945784e+09 2.15125423e-27
8.91250938e+09 1.04676141e-27
1.12201845e+10 5.09459173e-28
1.41253754e+10 2.46686791e-28
1.77827941e+10 1.19210834e-28
2.23872114e+10 5.71083021e-29
2.81838293e+10 2.70577149e-29
3.54813389e+10 1.24930777e-29
4.46683592e+10 5.48714867e-30
5.62341325e+10 2.11602343e-30
